d,res,nq,all,init,config,cons_sol,cons_gen
4,false,32,0.13013005256652832,0.00018906593322753906,0.09173798561096191,0.019201040267944336,0.01900196075439453
5,false,50,0.2610130310058594,0.00011610984802246094,0.1313178539276123,0.1043400764465332,0.025238990783691406
6,false,72,0.4380519390106201,0.00013494491577148438,0.16030502319335938,0.25046300888061523,0.027148962020874023
7,false,98,2.6477229595184326,0.00016498565673828125,0.18906617164611816,2.4225869178771973,0.035904884338378906
8,false,128,7.742341041564941,0.0004138946533203125,0.23335719108581543,7.463762044906616,0.04480791091918945
9,false,162,11.682326078414917,0.0010890960693359375,0.4453568458557129,11.168678045272827,0.06720209121704102
10,false,200,2.4229001998901367,0.0006160736083984375,0.3887159824371338,1.95998215675354,0.07358598709106445
