nq all init qse smt
343 44.46177101135254 0.1345071792602539 5.881691932678223 38.44557189941406
686 135.71321511268616 0.36754703521728516 11.949707984924316 123.39596009254456
1029 1075.2971789836884 0.7249569892883301 18.265626907348633 1056.3065950870514
1372 638.9229860305786 1.3245820999145508 24.266422033309937 613.3319818973541
